hospital_id,name,type,ownership,emergency_services,rating,location_id,address,city,state,zip_code
030108,THE CORE INSTITUTE SPECIALTY HOSP,Acute Care Hospitals,Physician,No,Not Available,166,6501 NORTH 19TH AVENUE,PHOENIX,AZ,85015
030110,ABRAZO WEST CAMPUS,Acute Care Hospitals,Proprietary,Yes,1,167,13677 WEST MCDOWELL ROAD,GOODYEAR,AZ,85395
030111,BANNER-UNIVERSITY MEDICAL CENTER SOUTH CAMPUS,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,168,2800 EAST AJO WAY,TUCSON,AZ,85713
030112,ARIZONA ORTHOPEDIC AND SURGICAL SPECIALTY HOSPITAL,Acute Care Hospitals,Proprietary,No,Not Available,169,750 NORTH 40TH STREET,PHOENIX,AZ,85008
030113,WHITERIVER PHS INDIAN HOSPITAL,Acute Care Hospitals,Government - Federal,No,Not Available,170,200 WEST HOSPITAL DRIVE  (PO BOX 860),WHITERIVER,AZ,85941
030114,ORO VALLEY HOSPITAL,Acute Care Hospitals,Proprietary,Yes,3,171,1551 EAST TANGERINE ROAD,ORO VALLEY,AZ,85755
030115,BANNER ESTRELLA MEDICAL CENTER,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,172,9201 WEST THOMAS ROAD,PHOENIX,AZ,85037
030117,VALLEY VIEW MEDICAL CENTER,Acute Care Hospitals,Proprietary,Yes,1,173,5330 SOUTH HIGHWAY 95,FORT MOHAVE,AZ,86426
030119,MERCY GILBERT MEDICAL CENTER,Acute Care Hospitals,Voluntary non-profit - Church,Yes,4,174,3555 SOUTH VAL VISTA DRIVE,GILBERT,AZ,85297
030121,"MOUNTAIN VISTA MEDICAL CENTER, LP",Acute Care Hospitals,Proprietary,Yes,2,175,1301 SOUTH CRISMON ROAD,MESA,AZ,85209
030122,BANNER GATEWAY MEDICAL CENTER,Acute Care Hospitals,Voluntary non-profit - Other,Yes,4,176,1900 NORTH HIGLEY ROAD,GILBERT,AZ,85234
030123,HONORHEALTH SCOTTSDALE THOMPSON PEAK MED CTR,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5,177,7400 EAST THOMPSON PEAK PARKWAY,SCOTTSDALE,AZ,85255
03012F,PHOENIX VA MEDICAL CENTER,Acute Care - Veterans Administration,Veterans Health Administration,Yes,4,178,650 E. INDIAN SCHOOL ROAD,PHOENIX,AZ,85012
030130,BANNER IRONWOOD MEDICAL CENTER,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,179,37000 NORTH GANTZEL ROAD,QUEEN CREEK,AZ,85140
030131,O.A.S.I.S. HOSPITAL,Acute Care Hospitals,Voluntary non-profit - Private,No,Not Available,180,750 NORTH 40TH STREET,PHOENIX,AZ,85008
030134,BANNER GOLDFIELD MEDICAL CENTER,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Not Available,181,2050 WEST SOUTHERN AVENUE,APACHE JUNCTION,AZ,85120
030136,DIGNITY HEALTH - ARIZONA GENERAL HOSPITAL,Acute Care Hospitals,Proprietary,No,Not Available,182,7171 SOUTH 51ST AVENUE,LAVEEN,AZ,85339
030138,WESTERN REGIONAL MEDICAL CENTER,Acute Care Hospitals,Proprietary,No,5,183,14200 WEST CELEBRATE LIFE WAY,GOODYEAR,AZ,85338
030139,DIGNITY HEALTH ARIZONA GENERAL HOSPITAL,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Not Available,184,9130 EAST ELLIOT ROAD,MESA,AZ,85212
03013F,VA S. ARIZONA HEALTHCARE SYSTEM,Acute Care - Veterans Administration,Veterans Health Administration,Yes,1,185,3601 SOUTH SIXTH AVENUE,TUCSON,AZ,85723
030146,HONORHEALTH SONORAN CROSSING MEDICAL CENTER,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,186,33400 NORTH 32ND AVENUE,PHONIX,AZ,85085
030147,BANNER OCOTILLO MEDICAL CENTER,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Not Available,187,1405 SOUTH ALMA SCHOOL ROAD,CHANDLER,AZ,85286
030148,NORTHWEST MEDICAL CENTER SAHUARITA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Not Available,188,16260 SOUTH RANCHO SAHUARITA BOULEVARD,SAHUARITA,AZ,85629
030152,EXCEPTIONAL COMMUNITY HOSPITAL - MARICOPA,Acute Care Hospitals,Proprietary,Yes,Not Available,189,19060 NORTH JOHN WAYNE PARKWAY,MARICOPA,AZ,85139
030153,EAST VALLEY ER & HOSPITAL,Acute Care Hospitals,Proprietary,Yes,Not Available,190,5656 SOUTH POWER RD,GILBERT,AZ,85295
030154,EXCEPTIONAL COMMUNITY HOSPITAL YUMA,Acute Care Hospitals,Proprietary,Yes,Not Available,191,2648 SOUTH ARABY RD,YUMA,AZ,85365
030155,EXCEPTIONAL COMMUNITY HOSPITAL BULLHEAD CITY,Acute Care Hospitals,Proprietary,Yes,Not Available,192,2365 HIGHWAY 95,BULLHEAD CITY,AZ,86442
03033F,VA NORTHERN ARIZONA HEALTHCARE SYSTEM,Acute Care - Veterans Administration,Veterans Health Administration,Yes,5,193,500 HIGHWAY 89 NORTH,PRESCOTT,AZ,86313
031300,WICKENBURG COMMUNITY HOSPITAL,Critical Access Hospitals,Voluntary non-profit - Other,Yes,Not Available,194,520 ROSE LANE,WICKENBURG,AZ,85390
031301,BENSON HOSPITAL,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Not Available,195,450 SOUTH OCOTILLO AVENUE,BENSON,AZ,85602
031302,"NORTHERN COCHISE COMMUNITY HOSPITAL, INC.",Critical Access Hospitals,Voluntary non-profit - Private,Yes,Not Available,196,901 WEST REX ALLEN DRIVE,WILLCOX,AZ,85643
031304,PAGE HOSPITAL,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Not Available,197,501 NORTH NAVAJO DRIVE,PAGE,AZ,86040
031305,HOPI HEALTH CARE CENTER,Critical Access Hospitals,Tribal,No,Not Available,198,"HIGHWAY 264, MILEPOST 388",POLACCA,AZ,86042
031307,PARKER INDIAN HEALTH CENTER,Critical Access Hospitals,Government - Federal,Yes,Not Available,199,12033 AGENCY ROAD,PARKER,AZ,85344
031308,HUHU KAM MEMORIAL HOSPITAL,Critical Access Hospitals,Government - Federal,Yes,Not Available,200,483 WEST SEED FARM ROAD,SACATON,AZ,85147
031309,SAGE MEMORIAL HOSPITAL,Critical Access Hospitals,Voluntary non-profit - Private,No,Not Available,201,HIGHWAY 264 WEST AND 191 SOUTH,GANADO,AZ,86505
031311,LITTLE COLORADO MEDICAL CENTER,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Not Available,202,1501 NORTH WILLIAMSON AVENUE,WINSLOW,AZ,86047
031312,COPPER QUEEN COMMUNITY HOSPITAL,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Not Available,203,101 COLE AVENUE,BISBEE,AZ,85603
031313,HOLY CROSS HOSPITAL,Critical Access Hospitals,Proprietary,Yes,Not Available,204,1171 WEST TARGET RANGE ROAD,NOGALES,AZ,85621
031314,COBRE VALLEY REGIONAL MEDICAL CENTER,Critical Access Hospitals,Voluntary non-profit - Private,Yes,3,205,5880 SOUTH HOSPITAL DRIVE,GLOBE,AZ,85501
031315,WHITE MOUNTAIN REGIONAL MEDICAL CENTER,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Not Available,206,118 SOUTH MOUNTAIN AVENUE,SPRINGERVILLE,AZ,85938
031317,LA PAZ REGIONAL HOSPITAL,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Not Available,207,1200 WEST MOHAVE ROAD,PARKER,AZ,85344
031318,BANNER PAYSON MEDICAL CENTER,Critical Access Hospitals,Voluntary non-profit - Other,No,5,208,807 SOUTH PONDEROSA DRIVE,PAYSON,AZ,85541
031319,MT. GRAHAM REGIONAL MEDICAL CENTER,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Not Available,209,1600 SOUTH 20TH AVENUE,SAFFORD,AZ,85546
031320,SAN CARLOS APACHE HEALTHCARE CORPORATION,Critical Access Hospitals,Tribal,Yes,Not Available,210,103 MEDICINE WAY ROAD,PERIDOT,AZ,85542
033302,PHOENIX CHILDREN'S HOSPITAL,Childrens,Voluntary non-profit - Private,No,Not Available,211,1919 EAST THOMAS ROAD,PHOENIX,AZ,85016
034004,BANNER BEHAVIORAL HEALTH HOSPITAL,Psychiatric,Voluntary non-profit - Private,No,Not Available,212,7575 EAST EARLL DRIVE,SCOTTSDALE,AZ,85251
034013,"ST. LUKE'S BEHAVIORAL HOSPITAL, LP",Psychiatric,Proprietary,No,Not Available,213,1800 EAST VAN BUREN,PHOENIX,AZ,85006
034020,HAVEN BEHAVIORAL HOSPITAL OF PHOENIX,Psychiatric,Proprietary,No,Not Available,214,"1201 SOUTH 7TH AVENUE, SUITE 200",PHOENIX,AZ,85007
034021,ARIZONA STATE HOSPITAL,Psychiatric,Government - State,No,Not Available,215,2500 EAST VAN BUREN STREET,PHOENIX,AZ,85008
034022,SONORA BEHAVIORAL HEALTH HOSPITAL,Psychiatric,Proprietary,Yes,Not Available,216,6050 NORTH CORONA ROAD,TUCSON,AZ,85704
034023,THE GUIDANCE CENTER,Psychiatric,Voluntary non-profit - Private,No,Not Available,217,2187 NORTH VICKEY STREET,FLAGSTAFF,AZ,86004
034024,AURORA BEHAVIORAL HEALTH SYSTEM,Psychiatric,Proprietary,No,Not Available,218,6015 WEST PEORIA  AVENUE,GLENDALE,AZ,85302
034025,THE HEALING PLACE,Psychiatric,Proprietary,No,Not Available,219,181 WHIPPLE ST,PRESCOTT,AZ,86301
034026,VALLEY HOSPITAL,Psychiatric,Proprietary,No,Not Available,220,3550 EAST PINCHOT AVENUE,PHOENIX,AZ,85018
034027,CHANGEPOINT PSYCHIATRIC HOSPITAL,Psychiatric,Voluntary non-profit - Private,No,Not Available,221,1920 WEST COMMERCE DRIVE,LAKESIDE,AZ,85929
034028,AURORA BEHAVIORAL HEALTHCARE-TEMPE,Psychiatric,Proprietary,No,Not Available,222,6350 SOUTH MAPLE AVENUE,TEMPE,AZ,85283
034029,OASIS BEHAVIORAL HEALTH HOSPITAL,Psychiatric,Proprietary,No,Not Available,223,"2190 NORTH GRACE BOULEVARD, BUILDING A",CHANDLER,AZ,85225
034030,PALO VERDE BEHAVIORAL HEALTH,Psychiatric,Voluntary non-profit - Private,Yes,Not Available,224,2695 NORTH CRAYCROFT ROAD,TUCSON,AZ,85712
034031,QUAIL RUN BEHAVIORAL HEALTH,Psychiatric,Voluntary non-profit - Other,No,Not Available,225,2545 WEST QUAIL AVENUE,PHOENIX,AZ,85027
034032,COPPER SPRINGS EAST- GILBERT,Psychiatric,Proprietary,Yes,Not Available,226,10550 WEST MCDOWELL ROAD,AVONDALE,AZ,85392
034033,EL DORADO SPRINGS,Psychiatric,Proprietary,No,Not Available,227,1400 NORTH WILMOT ROAD,TUCSON,AZ,85712
034034,DESTINY SPRINGS HEALTHCARE,Psychiatric,Physician,No,Not Available,228,17300 NORTH DYSART ROAD,SURPRISE,AZ,85378
034035,AVENIR BEHAVIORAL HEALTH CENTER,Psychiatric,Proprietary,No,Not Available,229,16561 NORTH PARKVIEW PLACE,SURPRISE,AZ,85374
034038,"PHOENIX MEDICAL PSYCHIATRIC HOSPITAL, LLC",Psychiatric,Proprietary,No,Not Available,230,1346 EAST MCDOWELL ROAD,PHOENIX,AZ,85006
034040,VIA LINDA BEHAVIORAL HOSPITAL,Psychiatric,Proprietary,No,Not Available,231,9160 EAST HORSESHOE RD,SCOTTSDALE,AZ,85258
040001,SILOAM SPRINGS REGIONAL HOSPITAL,Acute Care Hospitals,Proprietary,Yes,4,232,603 NORTH PROGRESS AVENUE,SILOAM SPRINGS,AR,72761
040002,JOHNSON REGIONAL MEDICAL CENTER,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,233,1100 EAST POPLAR STREET,CLARKSVILLE,AR,72830
040004,WASHINGTON REGIONAL MEDICAL CENTER,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,234,3215 N NORTH HILLS BOULEVARD,FAYETTEVILLE,AR,72703
040007,CHI-ST VINCENT INFIRMARY,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,235,TWO ST VINCENT CIRCLE,LITTLE ROCK,AR,72205
040010,MERCY HOSPITAL NORTHWEST ARKANSAS,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5,236,2710 SOUTH RIFE MEDICAL LANE,ROGERS,AR,72758
040011,CHAMBERS MEMORIAL HOSPITAL,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,237,719 DETROIT STREET,DANVILLE,AR,72833
040014,WHITE COUNTY MEDICAL CENTER,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,238,3214 EAST RACE AVENUE,SEARCY,AR,72143
040015,MENA REGIONAL HEALTH SYSTEM,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Not Available,239,311 NORTH MORROW STREET,MENA,AR,71953
040016,UAMS MEDICAL CENTER,Acute Care Hospitals,Government - State,Yes,2,240,4301 WEST MARKHAM STREET MAIL SLOT 612,LITTLE ROCK,AR,72205
040017,NORTH ARKANSAS REGIONAL MEDICAL CENTER,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,241,620 NORTH MAIN STREET,HARRISON,AR,72601
040018,BAPTIST HEALTH - VAN BUREN,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Not Available,242,211 CRAWFORD MEMORIAL DRIVE,VAN BUREN,AR,72956
040019,FORREST CITY MEDICAL CENTER,Acute Care Hospitals,Proprietary,Yes,Not Available,243,1601 NEWCASTLE ROAD,FORREST CITY,AR,72335
040020,ST BERNARDS MEDICAL CENTER,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1,244,225 E WASHINGTON AVE,JONESBORO,AR,72401
040022,NORTHWEST MEDICAL CENTER-SPRINGDALE,Acute Care Hospitals,Proprietary,Yes,2,245,609 WEST MAPLE AVENUE,SPRINGDALE,AR,72764
040026,CHI ST. VINCENT HOSPITAL HOT SPRINGS,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,246,300 WERNER STREET,HOT SPRINGS,AR,71903
040027,BAXTER REGIONAL MEDICAL CENTER,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1,247,624 HOSPITAL DRIVE,MOUNTAIN HOME,AR,72653
040029,"CONWAY REGIONAL MEDICAL CENTER, INC",Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,248,2302 COLLEGE AVENUE,CONWAY,AR,72034
040036,BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1,249,3333 SPRINGHILL DRIVE,NORTH LITTLE ROCK,AR,72117
040039,ARKANSAS METHODIST MEDICAL CENTER,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,250,900 WEST KINGSHIGHWAY,PARAGOULD,AR,72450
040041,ST MARYS REGIONAL MEDICAL CENTER,Acute Care Hospitals,Proprietary,Yes,2,251,1808 WEST MAIN STREET,RUSSELLVILLE,AR,72801
040050,OUACHITA COUNTY MEDICAL CENTER,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,252,638 CALIFORNIA AVENUE,CAMDEN,AR,71701
040051,BAPTIST HEALTH MEDICAL CENTER-DREW COUNTY,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,253,778 SCOGIN DRIVE,MONTICELLO,AR,71655
040055,BAPTIST HEALTH - FORT SMITH,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,254,1001 TOWSON AVENUE,FORT SMITH,AR,72901
040062,MERCY HOSPITAL FORT SMITH,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,255,7301 ROGERS AVE,FORT SMITH,AR,72903
040067,MAGNOLIA HOSPITAL,Acute Care Hospitals,Government - Local,Yes,Not Available,256,101 HOSPITAL DRIVE,MAGNOLIA,AR,71753
040069,GREAT RIVER MEDICAL CENTER,Acute Care Hospitals,Government - Local,Yes,2,257,1520 N DIVISION STREET,BLYTHEVILLE,AR,72315
040071,JEFFERSON REGIONAL MEDICAL CENTER,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,258,1600 WEST 40TH AVENUE,PINE BLUFF,AR,71603
040072,BAPTIST HEALTH MEDICAL CENTER-STUTTGART,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,259,1703 NORTH BUERKLE ST,STUTTGART,AR,72160
040076,BAPTIST HEALTH MEDICAL CENTER-HOT SPRINGS COUNTY,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Not Available,260,1001 SCHNEIDER DRIVE,MALVERN,AR,72104
040078,NATIONAL PARK MEDICAL CENTER,Acute Care Hospitals,Proprietary,Yes,1,261,1910 MALVERN AVENUE,HOT SPRINGS,AR,71901
040084,SALINE MEMORIAL HOSPITAL,Acute Care Hospitals,Proprietary,Yes,2,262,#1 MEDICAL PARK DRIVE,BENTON,AR,72015
040088,SOUTH ARKANSAS REGIONAL HOSPITAL LLC,Acute Care Hospitals,Proprietary,Yes,4,263,700 WEST GROVE STREET,EL DORADO,AR,71730
04009F,FAYETTEVILLE AR VA MEDICAL CENTER,Acute Care - Veterans Administration,Veterans Health Administration,Yes,5,264,1100 N. COLLEGE AVENUE,FAYETTEVILLE,AR,72703
04010F,VA CENTRAL AR. VETERANS HEALTHCARE SYSTEM LR,Acute Care - Veterans Administration,Veterans Health Administration,Yes,2,265,4300 WEST SEVENTH STREET,LITTLE ROCK,AR,72205
040114,BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,266,9601 BAPTIST HEALTH DRIVE,LITTLE ROCK,AR,72205
040118,"BAPTIST MEMORIAL HOSPITAL JONESBORO, INC.",Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,267,4800 EAST JOHNSON AVENUE,JONESBORO,AR,72405
040119,WHITE RIVER MEDICAL CENTER,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,268,1710 HARRISON STREET,BATESVILLE,AR,72503
040132,LEO N LEVI MEMORIAL HOSPITAL,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Not Available,269,300 PROSPECT AVE,HOT SPRINGS,AR,71901
040134,"ARKANSAS HEART HOSPITAL, LLC",Acute Care Hospitals,Proprietary,Yes,3,270,1701 S SHACKLEFORD ROAD,LITTLE ROCK,AR,72211
040137,ST VINCENT MEDICAL CENTER/NORTH,Acute Care Hospitals,Voluntary non-profit - Church,Yes,4,271,2215 WILDWOOD AVENUE,SHERWOOD,AR,72120
040147,ARKANSAS SURGICAL HOSPITAL,Acute Care Hospitals,Physician,Yes,Not Available,272,5201 NORTH SHORE DRIVE,NO LITTLE ROCK,AR,72118
040153,SOUTHWEST REGIONAL MEDICAL CENTER LLC,Acute Care Hospitals,Proprietary,Yes,Not Available,273,2001 SOUTH MAIN,HOPE,AR,71801
040154,BAPTIST HEALTH MEDICAL CENTER- CONWAY,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,274,1555 EXCHANGE AVENUE,CONWAY,AR,72032
040156,"BAPTIST MEMORIAL HOSPITAL-CRITTENDEN, INC",Acute Care Hospitals,Voluntary non-profit - Private,Yes,Not Available,275,2100 NORTH SEVENTH STREET,WEST MEMPHIS,AR,72301
040161,ARKANSAS HEART HOSPITAL-ENCORE,Acute Care Hospitals,Proprietary,Yes,4,276,1901 ENCORE WAY,BRYANT,AR,72019
040164,UNITY HEALTH - JACKSONVILLE,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Not Available,277,1400 BRADEN STREET,JACKSONVILLE,AR,72076
041300,MERCY HOSPITAL PARIS,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Not Available,278,500 EAST ACADEMY,PARIS,AR,72855
041302,DARDANELLE REGIONAL MEDICAL CENTER,Critical Access Hospitals,Government - Local,Yes,Not Available,279,200 NORTH THIRD STREET,DARDANELLE,AR,72834
041303,MERCY HOSPITAL OZARK,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Not Available,280,801 WEST RIVER STREET,OZARK,AR,72949
041305,MERCY HOSPITAL WALDRON,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Not Available,281,1341 WEST SIXTH STREET,WALDRON,AR,72958
041306,IZARD REGIONAL HOSPITAL LLC,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Not Available,282,61 GRASSE STREET,CALICO ROCK,AR,72519
041307,CROSSRIDGE COMMUNITY HOSPITAL,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Not Available,283,310 SOUTH FALLS BOULEVARD,WYNNE,AR,72396
041308,MCGEHEE HOSPITAL,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Not Available,284,900 SOUTH THIRD STREET,MCGEHEE,AR,71654
041309,LAWRENCE MEMORIAL HOSPITAL,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Not Available,285,1309 WEST MAIN STREET,WALNUT RIDGE,AR,72476
041310,STONE COUNTY MEDICAL CENTER,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Not Available,286,2106 EAST MAIN STREET,MOUNTAIN VIEW,AR,72560
041311,HOWARD MEMORIAL HOSPITAL,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Not Available,287,130 MEDICAL CIRCLE,NASHVILLE,AR,71852
041312,BAPTIST HEALTH MEDICAL CENTER HEBER SPRINGS,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Not Available,288,1800 BYPASS ROAD,HEBER SPRINGS,AR,72543
041313,OZARK HEALTH,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Not Available,289,2500 HIGHWAY 65 SOUTH,CLINTON,AR,72031
041317,DALLAS COUNTY MEDICAL CENTER,Critical Access Hospitals,Government - Local,Yes,Not Available,290,201 CLIFTON STREET,FORDYCE,AR,71742
041318,MERCY HOSPITAL BOONEVILLE,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Not Available,291,880 WEST MAIN,BOONEVILLE,AR,72927
041320,LITTLE RIVER MEMORIAL HOSPITAL,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Not Available,292,451 WEST LOCKE STREET,ASHDOWN,AR,71822
041321,BAPTIST HEALTH MEDICAL CENTER-ARKADELPHIA,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Not Available,293,3050 TWIN RIVERS DRIVE,ARKADELPHIA,AR,71923
041322,FULTON COUNTY HOSPITAL,Critical Access Hospitals,Government - Local,Yes,Not Available,294,679 NORTH MAIN STREET,SALEM,AR,72576
041323,ASHLEY COUNTY MEDICAL CENTER,Critical Access Hospitals,Voluntary non-profit - Private,Yes,4,295,1015 UNITY ROAD,CROSSETT,AR,71635
041324,CHI ST VINCENT MORRILTON,Critical Access Hospitals,Voluntary non-profit - Church,Yes,Not Available,296,#4 HOSPITAL DRIVE,MORRILTON,AR,72110
041326,DELTA MEMORIAL HOSPITAL,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Not Available,297,811 HIGHWAY 65 SOUTH,DUMAS,AR,71639
041327,BRADLEY COUNTY MEDICAL CENTER,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Not Available,298,404 SOUTH BRADLEY STREET,WARREN,AR,71671
041328,CHICOT MEMORIAL MEDICAL CENTER,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Not Available,299,2729 SOUTH HIGHWAY 65 & 82,LAKE VILLAGE,AR,71653
041329,MERCY HOSPITAL BERRYVILLE,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Not Available,300,214 CARTER STREET,BERRYVILLE,AR,72616
041330,PIGGOTT COMMUNITY HOSPITAL,Critical Access Hospitals,Government - Local,Yes,Not Available,301,1206 GORDON DUCKWORTH DRIVE,PIGGOTT,AR,72454
041331,OZARKS COMMUNITY HOSPITAL OF GRAVETTE,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Not Available,302,1101 JACKSON STREET SW,GRAVETTE,AR,72736
041332,UNITY HEALTH - NEWPORT,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Not Available,303,1205 MCLAIN STREET,NEWPORT,AR,72112
041333,SEVIER COUNTY MEDICAL CENTER,Critical Access Hospitals,Government - Local,Yes,Not Available,304,960 HWY 71 N,DE QUEEN,AR,71832
043300,ARKANSAS CHILDREN'S HOSPITAL,Childrens,Voluntary non-profit - Private,Yes,Not Available,305,"1 CHILDREN'S WAY, SLOT 301",LITTLE ROCK,AR,72202
043301,"ARKANSAS CHILDREN'S NORTHWEST, INC",Childrens,Voluntary non-profit - Private,Yes,Not Available,306,2601 GENE GEORGE BOULEVARD,SPRINGDALE,AR,72762
044004,VISTA HEALTH FAYETTEVILLE,Psychiatric,Proprietary,No,Not Available,307,4253 CROSSOVER ROAD,FAYETTEVILLE,AR,72703
044005,BRIDGEWAY HOSPITAL,Psychiatric,Proprietary,No,Not Available,308,21 BRIDGEWAY ROAD,NORTH LITTLE ROCK,AR,72113
044006,VALLEY BEHAVIORAL HEALTH SYSTEM,Psychiatric,Proprietary,No,Not Available,309,10301 MAYO DRIVE,BARLING,AR,72923
044007,RIVENDELL BEHAVIORAL HEALTH SERVICES,Psychiatric,Proprietary,No,Not Available,310,100 RIVENDELL DRIVE,BENTON,AR,72019
044011,ARKANSAS STATE HOSPITAL,Psychiatric,Government - State,Yes,Not Available,311,305 S PALM STREET,LITTLE ROCK,AR,72205
044017,UNITED METHODIST BEHAVIORAL HOSPITAL,Psychiatric,Voluntary non-profit - Private,No,Not Available,312,1601 MURPHY DRIVE,MAUMELLE,AR,72113
044019,SPRINGWOODS BEHAVIORAL HEALTH SERVICES,Psychiatric,Proprietary,No,Not Available,313,1955 WEST TRUCKER'S DRIVE,FAYETTEVILLE,AR,72704
044020,RIVERVIEW BEHAVIORAL HEALTH,Psychiatric,Proprietary,No,Not Available,314,701 ARKANSAS BOULEVARD SUITE 300,TEXARKANA,AR,71854
044021,PERIMETER BEHAVIORAL HOSPITAL OF WEST MEMPHIS,Psychiatric,Voluntary non-profit - Church,No,Not Available,315,600 NORTH 7TH STREET,WEST MEMPHIS,AR,72301
044022,CONWAY BEHAVIORAL HEALTH,Psychiatric,Proprietary,No,Not Available,316,2255 STURGIS ROAD,CONWAY,AR,72034
050002,ST ROSE HOSPITAL,Acute Care Hospitals,Voluntary non-profit - Church,No,2,317,27200 CALAROGA AVE,HAYWARD,CA,94545
050006,PROVIDENCE ST JOSEPH HOSPITAL,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,318,2700 DOLBEER ST,EUREKA,CA,95501
050007,PENINSULA MEDICAL CENTER,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5,319,1501 TROUSDALE DRIVE,BURLINGAME,CA,94010
050008,CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP,Acute Care Hospitals,Voluntary non-profit - Other,No,4,320,601 DUBOCE AVENUE,SAN FRANCISCO,CA,94117
050009,PROVIDENCE QUEEN OF THE VALLEY MEDICAL CENTER,Acute Care Hospitals,Voluntary non-profit - Church,Yes,4,321,1000 TRANCAS ST,NAPA,CA,94558
